8.347848473041250916e-05,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06
2.016677950755586460e-05,1.183345614369354308e-05,3.135592744142268537e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470447408511438616e-06,2.470415241273171312e-06,2.470333646414087895e-06
2.030456944569862724e-05,1.016221146293346096e-05,4.649356581122202981e-06,2.845665298170229304e-06,2.505381990495971114e-06,2.479016688438742608e-06,2.479016688438742608e-06,2.479016688438742608e-06,2.479016504524144037e-06,2.479014072548269725e-06,2.479000129956012889e-06,2.478954074756577407e-06,2.478867249434977453e-06
2.042813077941229506e-05,1.038575874853053529e-05,5.365538928472624364e-06,3.312893641734054198e-06,2.657649225445622259e-06,2.506882768166256733e-06,2.486466727378764694e-06,2.485322082419836544e-06,2.485320803077456422e-06,2.485314311560004907e-06,2.485292185052039243e-06,2.485237991523530951e-06,2.485148210836707093e-06
2.048568656857254069e-05,1.061425661597797918e-05,5.657831515565488867e-06,3.521543231605094385e-06,2.754301045533990235e-06,2.536158566397474664e-06,2.493176270152587279e-06,2.488257966885219047e-06,2.488016967720617485e-06,2.488008293305192381e-06,2.487982713943047113e-06,2.487925503340369824e-06,2.487834600296499086e-06
2.059387848902105437e-05,1.110317472381668519e-05,6.188690200651573909e-06,3.904575898519154418e-06,2.959481146194850403e-06,2.618017448384854866e-06,2.517932942080888602e-06,2.496255217153430914e-06,2.493093925327447469e-06,2.492808717916279847e-06,2.492766841101061171e-06,2.492704825401947527e-06,2.492612061357461128e-06
2.069432403470302629e-05,1.157066569995545084e-05,6.670105735985747341e-06,4.257497475456923188e-06,3.168983029239107469e-06,2.719967777888666846e-06,2.557970301598452979e-06,2.510036536347858302e-06,2.499079328956108668e-06,2.497234700185202991e-06,2.496990209614076372e-06,2.496910065967309250e-06,2.496815304296649571e-06
2.285395138245365231e-05,1.199760797830467442e-05,7.111488081936439686e-06,4.589220177396617105e-06,3.378208013193330888e-06,2.833794263978898108e-06,2.610649988843599185e-06,2.531099742806227470e-06,2.507554289622523925e-06,2.501972216350458977e-06,2.500918564899332212e-06,2.500713986700023349e-06,2.500607506138512918e-06
2.296440134545552246e-05,1.283052865190296177e-05,7.557489013230776580e-06,4.903500433656250552e-06,3.585468512181329782e-06,2.954986151870702786e-06,2.673110007875589668e-06,2.559391036740117586e-06,2.519538869188937946e-06,2.507771347485684329e-06,2.504888604431969966e-06,2.504276537586487532e-06,2.504118952806818803e-06
2.097717436074308066e-05,1.338668497448719557e-05,8.029210160194813066e-06,5.219279389448147167e-06,3.790821978737497275e-06,3.080867911358179076e-06,2.743066932095781162e-06,2.594226963098805286e-06,2.535473388321322941e-06,2.515248182412226103e-06,2.509283113183833569e-06,2.507801000394421498e-06,2.507513277093461947e-06
2.105638225541112460e-05,1.335987412316769053e-05,8.421088867808336348e-06,5.534026758082075536e-06,3.997852401757719996e-06,3.210406967760991945e-06,2.818825652774922809e-06,2.634764669120101873e-06,2.555410496000018724e-06,2.524818019115557515e-06,2.514471896658626917e-06,2.511540506016213678e-06,2.511011349299471628e-06
2.324472933444677884e-05,1.353390745900428957e-05,8.716160847940146895e-06,5.821297573039447223e-06,4.204680541038128538e-06,3.343459456043533405e-06,2.899383552427128414e-06,2.680220210955879244e-06,2.579188422078932402e-06,2.536715080197210724e-06,2.520774145756408668e-06,2.515776002521029125e-06,2.514877529176512310e-06
2.121187965538636109e-05,1.423278892062071078e-05,9.037229675348335337e-06,6.082807433519145418e-06,4.404826135321101924e-06,3.478575811411121056e-06,2.984046510751983657e-06,2.729984575087605829e-06,2.606561142409499801e-06,2.551040620274139438e-06,2.528445659455808693e-06,2.520788450058649300e-06,2.519391204001640951e-06
2.128150530843457244e-05,1.416837612894009430e-05,9.361731189781420120e-06,6.347681267748743387e-06,4.598445149436781087e-06,3.613683260466129924e-06,3.071853526627917330e-06,2.783528303489989055e-06,2.637273697721887556e-06,2.567814781867734374e-06,2.537681613127702470e-06,2.526837081177786961e-06,2.524820535630113746e-06
2.349090276138608949e-05,1.429208134972514822e-05,9.597102769827500548e-06,6.594474731408554541e-06,4.790075221994214131e-06,3.748514040442003693e-06,3.161833307946607350e-06,2.840274049669077604e-06,2.671059533491236537e-06,2.587012042427820061e-06,2.548626847794672887e-06,2.534147110976187700e-06,2.531405067266941460e-06
2.141994433100496327e-05,1.496274095637456287e-05,9.868326912302051345e-06,6.820164549566020010e-06,4.975023903731368699e-06,3.883013312066624155e-06,3.253525812751486247e-06,2.899687467388641920e-06,2.707627771993927274e-06,2.608572059184601801e-06,2.561384974522803632e-06,2.542905588386387824e-06,2.539347777021037301e-06
2.148258546721817521e-05,1.483996056497409540e-05,1.014899495420240599e-05,7.054260134429290666e-06,5.153815759786567279e-06,4.015976831102397480e-06,3.346444550803333123e-06,2.961370020057406196e-06,2.746701003431912936e-06,2.632406776826923965e-06,2.576023020869645820e-06,2.553261471876700564e-06,2.548813510096190482e-06
2.371226763521431329e-05,1.491894376009901130e-05,1.033990994282265000e-05,7.272208291382331319e-06,5.331378156341522268e-06,4.147689012519141902e-06,3.440041732850647522e-06,3.024937704925062485e-06,2.788032722459904307e-06,2.658416907248029731e-06,2.592576621184177325e-06,2.565327183168519172e-06,2.559929912823619182e-06
