1.529411375042510459e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06,2.449215960361602249e-06
1.889053772192916862e-05,2.122015541818462649e-06,2.422076451878288341e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470451622832536776e-06,2.470447408511438616e-06,2.470415241273171312e-06,2.470333646414087895e-06
1.946945419997981816e-05,5.170213832144280472e-06,2.649766691721597536e-06,2.451061693298790852e-06,2.476888964510246871e-06,2.479016688438742608e-06,2.479016688438742608e-06,2.479016688438742608e-06,2.479016504524144037e-06,2.479014072548269725e-06,2.479000129956012889e-06,2.478954074756577407e-06,2.478867249434977453e-06
1.974324089646581077e-05,7.144198082054580857e-06,3.423528878838758981e-06,2.600546868696791005e-06,2.484804363570629328e-06,2.483579479211060730e-06,2.485229449794083157e-06,2.485322082419836544e-06,2.485320803077456422e-06,2.485314311560004907e-06,2.485292185052039243e-06,2.485237991523530951e-06,2.485148210836707093e-06
1.985052606976275185e-05,7.876078491978423719e-06,3.819816852350733451e-06,2.734355715496227054e-06,2.511044145925557261e-06,2.486874649073374345e-06,2.487601433242206660e-06,2.487999733095566415e-06,2.488016967720617485e-06,2.488008293305192381e-06,2.487982713943047113e-06,2.487925503340369824e-06,2.487834600296499086e-06
2.003296769858478458e-05,9.031536437085538243e-06,4.566798486595290373e-06,3.055643418977342794e-06,2.610530268169854177e-06,2.508166472243337643e-06,2.493353248529408667e-06,2.492655495832502836e-06,2.492788351895053227e-06,2.492797469789820224e-06,2.492766841101061171e-06,2.492704825401947527e-06,2.492612061357461128e-06
2.018727618816325994e-05,9.916875647918167770e-06,5.238691705088311872e-06,3.405993444291935008e-06,2.755842256964595102e-06,2.554871943758961281e-06,2.505997961596458084e-06,2.497758781380058091e-06,2.497003062344375508e-06,2.496998782098464200e-06,2.496974163698321872e-06,2.496909576160437126e-06,2.496815304296649571e-06
2.232476845368305999e-05,1.062812671039134071e-05,5.839094230915417473e-06,3.760388833129144645e-06,2.929044359274822286e-06,2.625179514788234769e-06,2.529742326091901923e-06,2.505818390569446073e-06,2.501381250484159643e-06,2.500828395662691508e-06,2.500763743035814809e-06,2.500698782587288250e-06,2.500603774021214116e-06
2.247620864682613778e-05,1.163256749376123353e-05,6.412166972057318969e-06,4.107723752224744361e-06,3.118118958409173880e-06,2.714145366082869481e-06,2.565579686793166152e-06,2.518929200845206083e-06,2.507017855988346379e-06,2.504646688094126193e-06,2.504271132471277479e-06,2.504172140666092142e-06,2.504074670972756461e-06
2.057694967322346716e-05,1.233472443765328375e-05,6.984504020700244227e-06,4.458121425055865887e-06,3.316388930625754903e-06,2.816950897947369459e-06,2.612667015693806679e-06,2.538206222862598470e-06,2.514983260956385647e-06,2.508968563961560300e-06,2.507685075308440171e-06,2.507417966033564179e-06,2.507302143032788172e-06
2.067854603825068768e-05,1.245196898857174566e-05,7.466574945153535595e-06,4.806812140952171621e-06,3.522912573697351586e-06,2.930360885917834549e-06,2.669493501837883355e-06,2.563928459214026305e-06,2.526066475573292954e-06,2.514350559897678663e-06,2.511263734666056677e-06,2.510552527640124820e-06,2.510375967621697929e-06
2.283710894374481153e-05,1.272897829993889258e-05,7.844178482905087612e-06,5.128738652573557924e-06,3.733431198820986259e-06,3.052404387533772338e-06,2.734703308660445544e-06,2.595881576577380936e-06,2.540722124388211589e-06,2.521285228349711629e-06,2.515307532497898337e-06,2.513739650959987130e-06,2.513429552176830400e-06
2.087160036892683176e-05,1.348781407715027125e-05,8.232436507271766841e-06,5.424370990542168966e-06,3.940394020619276283e-06,3.180345756665730869e-06,2.807082735222977541e-06,2.633667252671686627e-06,2.559140406779781941e-06,2.530149682945138572e-06,2.520121870877214158e-06,2.517188304709745151e-06,2.516646611890744468e-06
2.095585855542844375e-05,1.350240539404811780e-05,8.613644837409386177e-06,5.720011385594308366e-06,4.142808853829763844e-06,3.311227019183029868e-06,2.885168971520599704e-06,2.676762903294185280e-06,2.581338087071309534e-06,2.541204205209841214e-06,2.525989417921991636e-06,2.521136363143326204e-06,2.520249766407981390e-06
2.313550577007083842e-05,1.368493951405765840e-05,8.902677067539760142e-06,5.996051933730815883e-06,4.344117289774384603e-06,3.444032978473822143e-06,2.967553292212317435e-06,2.724497815056757705e-06,2.607195044096670621e-06,2.554609065663486651e-06,2.533156514245159459e-06,2.525830778606481172e-06,2.524480921262719832e-06
2.112011161353158275e-05,1.438739889573198851e-05,9.218254458066724253e-06,6.249638265370479138e-06,4.539506393793139749e-06,3.578142467092892925e-06,3.053388030897391863e-06,2.776200225330678764e-06,2.636480915326421502e-06,2.570435987274668838e-06,2.541827156080655110e-06,2.531510624245426343e-06,2.529582198355636844e-06
2.119324161727038932e-05,1.431551164746451964e-05,9.537049949921396668e-06,6.508471075534226884e-06,4.729115929725735116e-06,3.712000042170324918e-06,3.141870336992934700e-06,2.831318434420333385e-06,2.668923515380592488e-06,2.588684043381415672e-06,2.552159573795475843e-06,2.538394261619802760e-06,2.535781005052675237e-06
2.339415235468545056e-05,1.443264113169967623e-05,9.765368712061007263e-06,6.749802930671434955e-06,4.917332953351898904e-06,3.845547184098503073e-06,3.232199835948294130e-06,2.889319670717898124e-06,2.704248302762128873e-06,2.609306721645098043e-06,2.564268028384648056e-06,2.546670356498774233e-06,2.543279079390609549e-06
2.347877317120062460e-05,1.510127556704769784e-05,1.003038796091153374e-05,6.970264515821874501e-06,5.099163029088675731e-06,3.978790848764863731e-06,3.324036097813752846e-06,2.949733671318434585e-06,2.742175431163310180e-06,2.632228707119010698e-06,2.578229329201265749e-06,2.556493515065286636e-06,2.552245754154783046e-06
2.140965715056630502e-05,1.549252090083324697e-05,1.035612126816464744e-05,7.199773386673978077e-06,5.275032149408597623e-06,4.110514380946420338e-06,3.416961600864073238e-06,3.012220660115880587e-06,2.782449403107332192e-06,2.657355305452336064e-06,2.594088321884178049e-06,2.567983938750851709e-06,2.562815887809119307e-06
2.363184212452218604e-05,1.526155837606746820e-05,1.060791454114286039e-05,7.435817516445103569e-06,5.451234858932435498e-06,4.241008224265247421e-06,3.510466304628051479e-06,3.076441969313563954e-06,2.824848332071215596e-06,2.684587159742824387e-06,2.611863599322844195e-06,2.581229156082668134e-06,2.575090761170390385e-06
2.370812881076502339e-05,1.582020393258671688e-05,1.081805564652565855e-05,7.645199234167694374e-06,5.626565664312322658e-06,4.371460540372975708e-06,3.604503429811284359e-06,3.142098890405083292e-06,2.869160724519593121e-06,2.713824574363649621e-06,2.631554237712005989e-06,2.596287421609179774e-06,2.589140653324012438e-06
2.378202754097400473e-05,1.614359694440758192e-05,1.109514747444290329e-05,7.854414909557060859e-06,5.795191248954425318e-06,4.501173670893865171e-06,3.699188790460735397e-06,3.209044319748710678e-06,2.915205858204902696e-06,2.744966872282740105e-06,2.653143582730356246e-06,2.613192067069846704e-06,2.605008931262335360e-06
2.385372981783532954e-05,1.639464583582165335e-05,1.135692409371219854e-05,8.068089691934412729e-06,5.962425636718508516e-06,4.629441380759470768e-06,3.794204453351922266e-06,3.277174228655553362e-06,2.962856002441644142e-06,2.777921981189688921e-06,2.676602654652960353e-06,2.631955433620308453e-06,2.622716268687539645e-06
2.172903385282468251e-05,1.661133064269974374e-05,1.159961744918092619e-05,8.278380008030843560e-06,6.129086928805061108e-06,4.757076559589709357e-06,3.889401455983519036e-06,3.346320665191038058e-06,3.012001668173067294e-06,2.812612080561710070e-06,2.701895758826880325e-06,2.652572843036686775e-06,2.642264447540571751e-06
2.178325066886613488e-05,1.624651495244303575e-05,1.176964217721503196e-05,8.482381923012734351e-06,6.294128485413854690e-06,4.884326376027080430e-06,3.984867332996902123e-06,3.416380741590704192e-06,3.062536053818529152e-06,2.848965110009812476e-06,2.728983807443794298e-06,2.675027051489181633e-06,2.663640634779396114e-06
2.404524768978301872e-05,1.618854702185719172e-05,1.185155410165640268e-05,8.653879958430627095e-06,6.455145334373254125e-06,5.011024161702549290e-06,4.080631370351949415e-06,3.487312153587372442e-06,3.114377766054798600e-06,2.886913350156092274e-06,2.757824278100761625e-06,2.699291787661415520e-06,2.686821560467003266e-06
2.189307822474260000e-05,1.677845271432063559e-05,1.199889373859486992e-05,8.800612166336289389e-06,6.605412690493495348e-06,5.135863395892586928e-06,4.176585974244292885e-06,3.559078137401264219e-06,3.167468398787463329e-06,2.926397881305304438e-06,2.788372713097567046e-06,2.725334027054893938e-06,2.711776282600820123e-06
